_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.3,R-MMU-8856825,Cargo recognition for clathrin-mediated endocytosis,M1,1,0
1,-9.7,GO:0006457,protein folding,M1,1,0
1,-6.3,GO:0019430,removal of superoxide radicals,M1,1,0
1,-3.1,GO:0030041,actin filament polymerization,M1,1,0
1,-8.8,mmu04145,Phagosome,M1,1,0
1,-2.7,GO:0010637,negative regulation of mitochondrial fusion,M1,1,0
1,-2.7,R-MMU-3371511,HSF1 activation,M1,1,0
1,-2.3,GO:0042269,regulation of natural killer cell mediated cytotoxicity,M1,1,0
1,-3,GO:0030833,regulation of actin filament polymerization,M1,1,0
1,-2.7,GO:0033028,myeloid cell apoptotic process,M1,1,0
1,-2.2,mmu05100,Bacterial invasion of epithelial cells,M1,1,0
1,-2.2,GO:0002695,negative regulation of leukocyte activation,M1,1,0
1,-3.3,GO:0042098,T cell proliferation,M1,1,0
1,-3.2,GO:0030593,neutrophil chemotaxis,M1,1,0
1,-2.1,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,M1,1,0
1,-4.3,R-MMU-937041,IKK complex recruitment mediated by RIP1,M1,1,0
1,-2.1,R-MMU-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-4.9,GO:0007033,vacuole organization,M1,1,0
1,-10,CORUM:38,20S proteasome,M1,1,0
1,-3.6,GO:0007596,blood coagulation,M1,1,0
1,-5.2,GO:0006954,inflammatory response,M1,1,0
1,-3,GO:0006413,translational initiation,M1,1,0
1,-3.2,GO:0006879,cellular iron ion homeostasis,M1,1,0
1,-3,ko00790,Folate biosynthesis,M1,1,0
1,-22,R-MMU-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M1,1,0
1,-2.4,GO:0044788,modulation by host of viral process,M1,1,0
1,-3.5,R-MMU-5213460,RIPK1-mediated regulated necrosis,M1,1,0
1,-3.1,GO:0042994,cytoplasmic sequestering of transcription factor,M1,1,0
1,-2.9,GO:0006900,vesicle budding from membrane,M1,1,0
1,-3,R-MMU-195258,RHO GTPase Effectors,M1,1,0
1,-23,ko00190,Oxidative phosphorylation,M1,1,0
1,-2.9,GO:0010885,regulation of cholesterol storage,M1,1,0
1,-2.5,R-MMU-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,M1,1,0
1,-2.9,GO:0032981,mitochondrial respiratory chain complex I assembly,M1,1,0
1,-25,R-MMU-1168372,Downstream signaling events of B Cell Receptor (BCR),M1,1,0
1,-22,R-MMU-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M1,1,0
1,-18,R-MMU-69242,S Phase,M1,1,0
1,-22,WP519,Proteasome Degradation,M1,1,0
1,-2,GO:0090132,epithelium migration,M1,1,0
1,-6.6,R-MMU-1592230,Mitochondrial biogenesis,M1,1,0
1,-2.1,GO:0031099,regeneration,M1,1,0
1,-2.7,GO:0030336,negative regulation of cell migration,M1,1,0
1,-3.8,R-MMU-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",M1,1,0
1,-3.7,GO:0042832,defense response to protozoan,M1,1,0
1,-7,GO:0043632,modification-dependent macromolecule catabolic process,M1,1,0
1,-4,GO:0010821,regulation of mitochondrion organization,M1,1,0
1,-5.5,GO:0006605,protein targeting,M1,1,0
1,-25,R-MMU-5610785,GLI3 is processed to GLI3R by the proteasome,M1,1,0
1,-17,R-MMU-69481,G2/M Checkpoints,M1,1,0
1,-5.5,GO:0002274,myeloid leukocyte activation,M1,1,0
1,-2.6,R-MMU-2565942,Regulation of PLK1 Activity at G2/M Transition,M1,1,0
1,-2.7,R-MMU-432722,Golgi Associated Vesicle Biogenesis,M1,1,0
1,-2.7,GO:0045621,positive regulation of lymphocyte differentiation,M1,1,0
1,-2.3,GO:1900048,positive regulation of hemostasis,M1,1,0
1,-24,R-MMU-69541,Stabilization of p53,M1,1,0
1,-4.1,R-MMU-983712,Ion channel transport,M1,1,0
1,-2.9,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-3.1,GO:0055076,transition metal ion homeostasis,M1,1,0
1,-2.9,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-13,R-MMU-1428517,The citric acid (TCA) cycle and respiratory electron transport,M1,1,0
1,-2.6,GO:0010634,positive regulation of epithelial cell migration,M1,1,0
1,-2.1,GO:0007041,lysosomal transport,M1,1,0
1,-2.4,GO:0070670,response to interleukin-4,M1,1,0
1,-3.4,ko00010,Glycolysis / Gluconeogenesis,M1,1,0
1,-2.7,GO:0042147,"retrograde transport, endosome to Golgi",M1,1,0
1,-4.2,GO:0051235,maintenance of location,M1,1,0
1,-2.9,ko00071,Fatty acid degradation,M1,1,0
1,-2.7,GO:0051683,establishment of Golgi localization,M1,1,0
1,-2.2,ko04064,NF-kappa B signaling pathway,M1,1,0
1,-2.1,GO:0030155,regulation of cell adhesion,M1,1,0
1,-15,R-MMU-2555396,Mitotic Metaphase and Anaphase,M1,1,0
1,-8.4,GO:0006119,oxidative phosphorylation,M1,1,0
1,-3.5,GO:0010942,positive regulation of cell death,M1,1,0
1,-2.9,GO:0010917,negative regulation of mitochondrial membrane potential,M1,1,0
1,-2.6,R-MMU-166016,Toll Like Receptor 4 (TLR4) Cascade,M1,1,0
1,-2.5,R-MMU-8964043,Plasma lipoprotein clearance,M1,1,0
1,-2.5,GO:0040017,positive regulation of locomotion,M1,1,0
1,-8.5,GO:0022900,electron transport chain,M1,1,0
1,-2.4,R-MMU-8852135,Protein ubiquitination,M1,1,0
1,-2.4,R-MMU-1268020,Mitochondrial protein import,M1,1,0
1,-7.4,GO:0006839,mitochondrial transport,M1,1,0
1,-2.8,R-MMU-9646399,Aggrephagy,M1,1,0
1,-2.2,GO:0051220,cytoplasmic sequestering of protein,M1,1,0
1,-2.1,GO:0006090,pyruvate metabolic process,M1,1,0
1,-7,WP4466,Oxidative Stress and Redox Pathway,M1,1,0
1,-2.8,GO:0050821,protein stabilization,M1,1,0
1,-3.2,GO:0046209,nitric oxide metabolic process,M1,1,0
1,-2.8,GO:0051258,protein polymerization,M1,1,0
1,-4,mmu04210,Apoptosis,M1,1,0
1,-3.8,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,M1,1,0
1,-28,R-MMU-8953897,Cellular responses to external stimuli,M1,1,0
1,-3.8,GO:0048193,Golgi vesicle transport,M1,1,0
1,-4.4,GO:0071402,cellular response to lipoprotein particle stimulus,M1,1,0
1,-3.6,ko04621,NOD-like receptor signaling pathway,M1,1,0
1,-2.4,GO:0032787,monocarboxylic acid metabolic process,M1,1,0
1,-2.8,GO:0070228,regulation of lymphocyte apoptotic process,M1,1,0
1,-2.6,GO:0046718,viral entry into host cell,M1,1,0
1,-2.4,GO:0002521,leukocyte differentiation,M1,1,0
1,-2.4,GO:1901998,toxin transport,M1,1,0
1,-4.1,GO:0097529,myeloid leukocyte migration,M1,1,0
1,-2.1,WP37,IL-1 Signaling Pathway,M1,1,0
1,-2.9,GO:0072657,protein localization to membrane,M1,1,0
1,-23,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,M1,1,0
1,-4.1,GO:0055086,nucleobase-containing small molecule metabolic process,M1,1,0
1,-2.4,R-MMU-2995410,Nuclear Envelope (NE) Reassembly,M1,1,0
1,-2.6,GO:0018958,phenol-containing compound metabolic process,M1,1,0
1,-2.7,R-MMU-76002,"Platelet activation, signaling and aggregation",M1,1,0
1,-18,R-MMU-382556,ABC-family proteins mediated transport,M1,1,0
1,-5.3,ko05323,Rheumatoid arthritis,M1,1,0
1,-13,R-MMU-382551,Transport of small molecules,M1,1,0
1,-4,R-MMU-2029482,Regulation of actin dynamics for phagocytic cup formation,M1,1,0
1,-4.4,CORUM:51,CCT complex (chaperonin containing TCP1 complex),M1,1,0
1,-3,mmu00790,Folate biosynthesis,M1,1,0
1,-2.4,GO:0046129,purine ribonucleoside biosynthetic process,M1,1,0
1,-2.2,R-MMU-2173789,TGF-beta receptor signaling activates SMADs,M1,1,0
1,-3.3,GO:0051881,regulation of mitochondrial membrane potential,M1,1,0
1,-6.1,CORUM:382,"Respiratory chain complex I, mitochondrial",M1,1,0
1,-2.5,GO:2000144,"positive regulation of DNA-templated transcription, initiation",M1,1,0
1,-2,GO:0034142,toll-like receptor 4 signaling pathway,M1,1,0
1,-2.4,GO:0009163,nucleoside biosynthetic process,M1,1,0
1,-3.8,GO:0001805,positive regulation of type III hypersensitivity,M1,1,0
1,-2.2,GO:0051345,positive regulation of hydrolase activity,M1,1,0
1,-2,GO:0034394,protein localization to cell surface,M1,1,0
1,-14,WP295,Electron Transport Chain,M1,1,0
1,-3,GO:0042180,cellular ketone metabolic process,M1,1,0
1,-8.6,GO:1902600,proton transmembrane transport,M1,1,0
1,-2.9,M00072,N-glycosylation by oligosaccharyltransferase,M1,1,0
1,-4.7,GO:0030641,regulation of cellular pH,M1,1,0
1,-2.9,GO:0071621,granulocyte chemotaxis,M1,1,0
1,-2.5,GO:0002250,adaptive immune response,M1,1,0
1,-3,GO:0042559,pteridine-containing compound biosynthetic process,M1,1,0
1,-3.4,R-MMU-77348,Beta oxidation of octanoyl-CoA to hexanoyl-CoA,M1,1,0
1,-2.5,GO:0045579,positive regulation of B cell differentiation,M1,1,0
1,-6.9,R-MMU-611105,Respiratory electron transport,M1,1,0
1,-26,R-MMU-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,M1,1,0
1,-8.3,GO:0001817,regulation of cytokine production,M1,1,0
1,-6.6,GO:0080171,lytic vacuole organization,M1,1,0
1,-2.3,GO:2000379,positive regulation of reactive oxygen species metabolic process,M1,1,0
1,-2,R-MMU-8863795,Downregulation of ERBB2 signaling,M1,1,0
1,-7.6,GO:0019882,antigen processing and presentation,M1,1,0
1,-3.8,GO:0090151,establishment of protein localization to mitochondrial membrane,M1,1,0
1,-2.4,GO:0042451,purine nucleoside biosynthetic process,M1,1,0
1,-2,GO:0060759,regulation of response to cytokine stimulus,M1,1,0
1,-2.6,R-MMU-166166,MyD88-independent TLR4 cascade ,M1,1,0
1,-2,GO:0010884,positive regulation of lipid storage,M1,1,0
1,-6.6,GO:0007040,lysosome organization,M1,1,0
1,-2.4,GO:0009988,cell-cell recognition,M1,1,0
1,-2.3,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M1,1,0
1,-29,R-MMU-75815,Ubiquitin-dependent degradation of Cyclin D,M1,1,0
1,-4.5,GO:0062197,cellular response to chemical stress,M1,1,0
1,-3.1,GO:1901070,guanosine-containing compound biosynthetic process,M1,1,0
1,-4.9,GO:0002831,regulation of response to biotic stimulus,M1,1,0
1,-2.1,GO:0019915,lipid storage,M1,1,0
1,-20,R-MMU-453276,Regulation of mitotic cell cycle,M1,1,0
1,-3,GO:0006783,heme biosynthetic process,M1,1,0
1,-2.1,GO:0009167,purine ribonucleoside monophosphate metabolic process,M1,1,0
1,-2.4,GO:0048525,negative regulation of viral process,M1,1,0
1,-13,mmu05010,Alzheimer's disease,M1,1,0
1,-2.9,GO:0002317,plasma cell differentiation,M1,1,0
1,-2.8,GO:0051205,protein insertion into membrane,M1,1,0
1,-27,R-MMU-5607761,Dectin-1 mediated noncanonical NF-kB signaling,M1,1,0
1,-26,R-MMU-5621481,C-type lectin receptors (CLRs),M1,1,0
1,-21,R-MMU-1280218,Adaptive Immune System,M1,1,0
1,-5.2,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",M1,1,0
1,-2.6,GO:0061154,endothelial tube morphogenesis,M1,1,0
1,-2.2,GO:0002579,positive regulation of antigen processing and presentation,M1,1,0
1,-22,R-MMU-5658442,Regulation of RAS by GAPs,M1,1,0
1,-2.2,GO:2000142,"regulation of DNA-templated transcription, initiation",M1,1,0
1,-6.8,GO:0042773,ATP synthesis coupled electron transport,M1,1,0
1,-8.4,GO:0009145,purine nucleoside triphosphate biosynthetic process,M1,1,0
1,-2,R-MMU-1660662,Glycosphingolipid metabolism,M1,1,0
1,-24,mmu03050,Proteasome,M1,1,0
1,-2.8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-19,R-MMU-6807070,PTEN Regulation,M1,1,0
1,-9.9,R-MMU-5673001,RAF/MAP kinase cascade,M1,1,0
1,-2.5,R-MMU-110320,Translesion Synthesis by POLH,M1,1,0
1,-2.2,R-MMU-70326,Glucose metabolism,M1,1,0
1,-2.3,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-2.1,R-MMU-5205647,Mitophagy,M1,1,0
1,-2.1,mmu05322,Systemic lupus erythematosus,M1,1,0
1,-3,R-MMU-73893,DNA Damage Bypass,M1,1,0
1,-2.4,R-MMU-71387,Metabolism of carbohydrates,M1,1,0
1,-3.9,R-MMU-927802,Nonsense-Mediated Decay (NMD),M1,1,0
1,-2.9,GO:1904092,regulation of autophagic cell death,M1,1,0
1,-2.3,WP1253,Type II interferon signaling (IFNG),M1,1,0
1,-16,ko05016,Huntington's disease,M1,1,0
1,-2.7,GO:1905155,positive regulation of membrane invagination,M1,1,0
1,-3.6,mmu04666,Fc gamma R-mediated phagocytosis,M1,1,0
1,-2.9,R-MMU-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,M1,1,0
1,-2.2,GO:1903975,regulation of glial cell migration,M1,1,0
1,-2.5,GO:0042542,response to hydrogen peroxide,M1,1,0
1,-5,R-MMU-1799339,SRP-dependent cotranslational protein targeting to membrane,M1,1,0
1,-14,WP1248,Oxidative phosphorylation,M1,1,0
1,-25,R-MMU-69202,Cyclin E associated events during G1/S transition ,M1,1,0
1,-2.5,GO:2001235,positive regulation of apoptotic signaling pathway,M1,1,0
1,-2.2,GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,M1,1,0
1,-26,R-MMU-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,M1,1,0
1,-7.8,R-MMU-72737,Cap-dependent Translation Initiation,M1,1,0
1,-2.8,GO:0072665,protein localization to vacuole,M1,1,0
1,-2.2,mmu03013,RNA transport,M1,1,0
1,-2.1,GO:0070199,establishment of protein localization to chromosome,M1,1,0
1,-3.7,GO:2001057,reactive nitrogen species metabolic process,M1,1,0
1,-21,R-MMU-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-3.7,GO:0044242,cellular lipid catabolic process,M1,1,0
1,-2.3,GO:0030194,positive regulation of blood coagulation,M1,1,0
1,-5,GO:0001909,leukocyte mediated cytotoxicity,M1,1,0
1,-2,R-MMU-975871,MyD88 cascade initiated on plasma membrane,M1,1,0
1,-2.2,GO:1904407,positive regulation of nitric oxide metabolic process,M1,1,0
1,-25,R-MMU-1234174,Cellular response to hypoxia,M1,1,0
1,-5.7,R-MMU-8868773,rRNA processing in the nucleus and cytosol,M1,1,0
1,-2.2,R-MMU-425561,Sodium/Calcium exchangers,M1,1,0
1,-2.1,mmu00520,Amino sugar and nucleotide sugar metabolism,M1,1,0
1,-3,GO:1905517,macrophage migration,M1,1,0
1,-3.8,GO:0055080,cation homeostasis,M1,1,0
1,-3.7,GO:0045088,regulation of innate immune response,M1,1,0
1,-3.6,GO:1904851,positive regulation of establishment of protein localization to telomere,M1,1,0
1,-4.5,GO:0006458,'de novo' protein folding,M1,1,0
1,-2.3,GO:0051204,protein insertion into mitochondrial membrane,M1,1,0
1,-5,GO:1901293,nucleoside phosphate biosynthetic process,M1,1,0
1,-6.4,GO:0015986,ATP synthesis coupled proton transport,M1,1,0
1,-21,R-MMU-8878159,Transcriptional regulation by RUNX3,M1,1,0
1,-6.4,GO:0015985,"energy coupled proton transport, down electrochemical gradient",M1,1,0
1,-2.8,GO:2000146,negative regulation of cell motility,M1,1,0
1,-2.7,GO:0006914,autophagy,M1,1,0
1,-2.5,GO:0060099,"regulation of phagocytosis, engulfment",M1,1,0
1,-2.2,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter,M1,1,0
1,-4.9,R-MMU-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),M1,1,0
1,-3.1,GO:0051604,protein maturation,M1,1,0
1,-2.2,M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",M1,1,0
1,-2.1,GO:0034405,response to fluid shear stress,M1,1,0
1,-4.4,GO:0051453,regulation of intracellular pH,M1,1,0
1,-2.2,GO:0007162,negative regulation of cell adhesion,M1,1,0
1,-2.5,GO:0001794,type IIa hypersensitivity,M1,1,0
1,-3.8,R-MMU-72649,Translation initiation complex formation,M1,1,0
1,-3.4,GO:0035966,response to topologically incorrect protein,M1,1,0
1,-19,R-MMU-69239,Synthesis of DNA,M1,1,0
