Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010720,positive regulation of cell development,,-3,2,3.6,18969,362,589,23,3.9,0.8,11951|12317|12387|13654|13690|15251|15902|16193|16878|18128|18472|18844|20194|20354|20482|20807|21844|22339|24136|56637|67784|74006|233489,Atp5g1|Calr|Ctnnb1|Egr2|Eif4g2|Hif1a|Id2|Il6|Lif|Notch1|Pafah1b1|Plxna1|S100a10|Sema4d|Skil|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Plxnd1|Dnm1l|Picalm,-1.4,MyList
GO Biological Processes,19,GO:0046889,positive regulation of lipid biosynthetic process,,-3,3.3,4,18969,99,589,10,1.7,0.53,13167|13350|16001|16835|19225|20788|67181|110196|170459|226856,Dbi|Dgat1|Igf1r|Ldlr|Ptgs2|Srebf2|Ctdnep1|Fdps|Stard4|Lpgat1,-1.4,MyList
GO Biological Processes,19,GO:0071456,cellular response to hypoxia,,-3,3.3,4,18969,99,589,10,1.7,0.53,11501|12282|14688|15251|18128|19664|22339|27368|93759|108155,Adam8|Hyou1|Gnb1|Hif1a|Notch1|Rbpj|Vegfa|Tbl2|Sirt1|Ogt,-1.4,MyList
GO Biological Processes,19,GO:0032652,regulation of interleukin-1 production,,-3,3.3,4,18969,99,589,10,1.7,0.53,12363|15951|16193|16452|17127|19261|21929|54483|216799|230738,Casp4|Ifi204|Il6|Jak2|Smad3|Sirpa|Tnfaip3|Mefv|Nlrp3|Zc3h12a,-1.4,MyList
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,,-3,1.7,3.4,18969,743,589,39,6.6,1,11951|12505|12633|12934|13542|13660|13690|14828|15519|16001|16193|16600|16878|16974|18102|18472|18844|19664|20351|20354|20482|20807|21844|22339|23879|24136|26556|56226|56637|67784|69710|70827|74006|93759|107746|108911|224105|226016|233489,Atp5g1|Cd44|Cflar|Dpysl2|Dvl1|Ehd1|Eif4g2|Hspa5|Hsp90aa1|Igf1r|Il6|Klf4|Lif|Lrp6|Nme1|Pafah1b1|Plxna1|Rbpj|Sema4a|Sema4d|Skil|Srf|Tiam1|Vegfa|Fxr2|Zeb2|Homer1|Espn|Gsk3b|Plxnd1|Arap1|Trak2|Dnm1l|Sirt1|Rapgef1|Rcc2|Pak2|Abhd17b|Picalm,-1.4,MyList
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,,-3,2,3.6,18969,385,589,24,4.1,0.81,11846|12125|13669|15516|16452|18128|18521|18571|20128|27979|58235|67067|68184|68713|73158|75608|76687|98415|109333|192231|217069|225363|230738|246727,Arg1|Bcl2l11|Eif3a|Hsp90ab1|Jak2|Notch1|Pcbp2|Pdcd6ip|Trim30a|Eif3b|Nectin1|Romo1|Denr|Ifitm1|Larp1|Chmp4b|Spcs3|Nucks1|Pkn2|Hexim1|Trim25|Etf1|Zc3h12a|Oas3,-1.4,MyList
GO Biological Processes,19,GO:0014070,response to organic cyclic compound,,-3,1.7,3.4,18969,694,589,37,6.3,1,11622|11652|11911|12317|12387|12633|12916|14284|15502|16193|16210|16452|16798|16974|18023|18626|18712|20293|22027|26556|56200|67040|73158|74006|93759|93760|107746|118445|208715|216233|224105|230738|231070|232087|268903|319554|353310,Ahr|Akt2|Atf4|Calr|Ctnnb1|Cflar|Crem|Fosl2|Dnaja1|Il6|Impact|Jak2|Lats1|Lrp6|Nfe2l1|Per1|Pim1|Ccl12|Hsp90b1|Homer1|Ddx21|Ddx17|Larp1|Dnm1l|Sirt1|Arid1a|Rapgef1|Klf16|Hmgcs1|Socs2|Pak2|Zc3h12a|Insig1|Mat2a|Nrip1|Idi1|Zfp703,-1.4,MyList
KEGG Pathway,24,mmu05162,Measles,,-3,2.9,3.9,18969,135,589,12,2,0.58,11652|12444|12995|14104|16179|16193|16452|21929|56637|170779|246727|672195,Akt2|Ccnd2|Csnk2a1|Fasn|Irak1|Il6|Jak2|Tnfaip3|Gsk3b|Cd209d|Oas3|Gm10053,-1.4,MyList
GO Biological Processes,19,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,,-3,5.1,4.5,18969,38,589,6,1,0.41,11951|12633|16549|19261|93759|230738,Atp5g1|Cflar|Khsrp|Sirpa|Sirt1|Zc3h12a,-1.4,MyList
GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,,-3,2.4,3.7,18969,213,589,16,2.7,0.67,12995|13542|14629|15516|16798|18023|23806|30940|50754|56637|65019|75234|75788|80750|108155|252870,Csnk2a1|Dvl1|Gclc|Hsp90ab1|Lats1|Nfe2l1|Arih1|Usp25|Fbxw7|Gsk3b|Rpl23|Rnf19b|Smurf1|N4bp1|Ogt|Usp7,-1.4,MyList
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,,-3,2.4,3.7,18969,213,589,16,2.7,0.67,11501|12282|14254|14284|14688|15251|17127|18128|18227|19664|22027|22339|27368|93759|108155|230857,Adam8|Hyou1|Flt1|Fosl2|Gnb1|Hif1a|Smad3|Notch1|Nr4a2|Rbpj|Hsp90b1|Vegfa|Tbl2|Sirt1|Ogt|Ece1,-1.4,MyList
GO Biological Processes,19,GO:0008360,regulation of cell shape,,-3,2.7,3.8,18969,154,589,13,2.2,0.61,13822|14457|16193|18844|19303|20293|20296|20351|20354|22339|67784|69710|170736,Epb41l2|Gas7|Il6|Plxna1|Pxn|Ccl12|Ccl2|Sema4a|Sema4d|Vegfa|Plxnd1|Arap1|Parvb,-1.4,MyList
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,,-3,2.5,3.8,18969,193,589,15,2.5,0.65,11501|11846|12505|12519|16190|16452|16600|18128|20971|21929|22339|74392|230738|245126|353310,Adam8|Arg1|Cd44|Cd80|Il4ra|Jak2|Klf4|Notch1|Sdc4|Tnfaip3|Vegfa|Specc1l|Zc3h12a|Tarm1|Zfp703,-1.4,MyList
GO Biological Processes,19,GO:0009896,positive regulation of catabolic process,,-3,1.9,3.5,18969,455,589,27,4.6,0.86,11501|11652|12125|12995|13198|13542|14629|15251|15519|16193|16549|16835|19704|19877|20128|21929|22057|23806|50754|54483|56637|73158|75234|75788|93759|230738|384783,Adam8|Akt2|Bcl2l11|Csnk2a1|Ddit3|Dvl1|Gclc|Hif1a|Hsp90aa1|Il6|Khsrp|Ldlr|Upf1|Rock1|Trim30a|Tnfaip3|Tob1|Arih1|Fbxw7|Mefv|Gsk3b|Larp1|Rnf19b|Smurf1|Sirt1|Zc3h12a|Irs2,-1.4,MyList
GO Biological Processes,19,GO:2000677,regulation of transcription regulatory region DNA binding,,-3,4.3,4.3,18969,52,589,7,1.2,0.45,12387|13198|15902|16600|16878|50754|227737,Ctnnb1|Ddit3|Id2|Klf4|Lif|Fbxw7|Niban2,-1.4,MyList
WikiPathways,27,WP113,TGF Beta Signaling Pathway,,-3,4.3,4.3,18969,52,589,7,1.2,0.45,12387|16878|17127|20481|20482|21825|24136,Ctnnb1|Lif|Smad3|Ski|Skil|Thbs1|Zeb2,-1.4,MyList
GO Biological Processes,19,GO:0009201,ribonucleoside triphosphate biosynthetic process,,-3,3.8,4.2,18969,67,589,8,1.4,0.48,11951|11957|11958|17705|18102|27425|57423|67126,Atp5g1|Atp5j|Atp5k|ATP6|Nme1|Atp5l|Atp5j2|Atp5e,-1.4,MyList
GO Biological Processes,19,GO:0070972,protein localization to endoplasmic reticulum,,-3,3.8,4.2,18969,67,589,8,1.4,0.48,14828|20335|66212|75608|76687|140740|192193|231070,Hspa5|Sec61g|Sec61b|Chmp4b|Spcs3|Sec63|Edem1|Insig1,-1.4,MyList
GO Biological Processes,19,GO:0045444,fat cell differentiation,,-3,2.3,3.7,18969,255,589,18,3.1,0.71,13198|13654|15902|16600|16974|17127|18227|18712|19225|22339|56637|81703|93759|223435|230738|231070|268752|100503924,Ddit3|Egr2|Id2|Klf4|Lrp6|Smad3|Nr4a2|Pim1|Ptgs2|Vegfa|Gsk3b|Jdp2|Sirt1|Trio|Zc3h12a|Insig1|Wdfy2|Fcor,-1.4,MyList
GO Biological Processes,19,GO:0019915,lipid storage,,-3,3.5,4.1,18969,83,589,9,1.5,0.51,13350|13660|20288|20775|20788|93759|170459|230738|268903,Dgat1|Ehd1|Msr1|Sqle|Srebf2|Sirt1|Stard4|Zc3h12a|Nrip1,-1.4,MyList
Reactome Gene Sets,6,R-MMU-198725,Nuclear Events (kinase and transcription factor activation),,-3,6.2,4.7,18969,26,589,5,0.85,0.38,13654|17164|19052|20807|110651,Egr2|Mapkapk2|Ppp2ca|Srf|Rps6ka3,-1.4,MyList
Reactome Gene Sets,6,R-MMU-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,,-3,6.2,4.7,18969,26,589,5,0.85,0.38,12387|13542|16974|19052|56637,Ctnnb1|Dvl1|Lrp6|Ppp2ca|Gsk3b,-1.4,MyList
GO Biological Processes,19,GO:0007569,cell aging,,-3,3.2,4,18969,100,589,10,1.7,0.53,12317|12575|15902|17165|17428|20655|20807|59027|67067|93759,Calr|Cdkn1a|Id2|Mapkapk5|Mnt|Sod1|Srf|Nampt|Romo1|Sirt1,-1.4,MyList
GO Biological Processes,19,GO:0036473,cell death in response to oxidative stress,,-3,3.2,4,18969,100,589,10,1.7,0.53,11911|12387|15251|15505|16452|17210|20655|50754|71514|93759,Atf4|Ctnnb1|Hif1a|Hsph1|Jak2|Mcl1|Sod1|Fbxw7|Sfpq|Sirt1,-1.4,MyList
Reactome Gene Sets,6,R-MMU-194138,Signaling by VEGF,,-3,3.2,4,18969,100,589,10,1.7,0.53,11652|12387|14254|15519|17164|19303|19877|22325|22339|224105,Akt2|Ctnnb1|Flt1|Hsp90aa1|Mapkapk2|Pxn|Rock1|Vav2|Vegfa|Pak2,-1.4,MyList
Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-3,1.9,3.5,18969,503,589,29,4.9,0.89,12575|12867|13063|13424|14828|15251|15267|15502|15505|15516|15519|17164|17165|17250|19172|20655|23872|50493|54383|56637|66142|66359|77891|78294|93759|110651|111241|216850|621823,Cdkn1a|Cox7c|Cycs|Dync1h1|Hspa5|Hif1a|H2ac18|Dnaja1|Hsph1|Hsp90ab1|Hsp90aa1|Mapkapk2|Mapkapk5|Abcc1|Psmb4|Sod1|Ets2|Txnrd1|Phc2|Gsk3b|Cox7b|Cox20|Ube2s|Rps27a|Sirt1|Rps6ka3|Hmga1b|Kdm6b|Psme2b,-1.4,MyList
GO Biological Processes,19,GO:2001235,positive regulation of apoptotic signaling pathway,,-3,2.7,3.8,18969,155,589,13,2.2,0.61,12125|13198|16452|17210|18413|20482|20655|21825|50754|71514|74006|93759|224105,Bcl2l11|Ddit3|Jak2|Mcl1|Osm|Skil|Sod1|Thbs1|Fbxw7|Sfpq|Dnm1l|Sirt1|Pak2,-1.4,MyList
GO Biological Processes,19,GO:0007498,mesoderm development,,-3,3,3.9,18969,118,589,11,1.9,0.56,17127|19052|20807|22289|22339|22411|23872|50493|67181|67671|216850,Smad3|Ppp2ca|Srf|Kdm6a|Vegfa|Wnt11|Ets2|Txnrd1|Ctdnep1|Rpl38|Kdm6b,-1.4,MyList
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,,-2.9,1.8,3.4,18969,600,589,33,5.6,0.95,11501|11652|12317|14254|14289|14828|15251|16001|16402|16452|17127|17250|18128|18550|19204|19225|20293|20296|20351|20354|21825|21844|22339|22411|52014|70208|70834|74006|93759|230738|353310|384009|384783,Adam8|Akt2|Calr|Flt1|Fpr2|Hspa5|Hif1a|Igf1r|Itga5|Jak2|Smad3|Abcc1|Notch1|Furin|Ptafr|Ptgs2|Ccl12|Ccl2|Sema4a|Sema4d|Thbs1|Tiam1|Vegfa|Wnt11|Nus1|Med23|Spag9|Dnm1l|Sirt1|Zc3h12a|Zfp703|Glipr2|Irs2,-1.4,MyList
GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,,-2.9,2.6,3.8,18969,175,589,14,2.4,0.63,12125|12363|12633|13063|16452|17127|19052|20963|54483|67941|93759|216799|223752|233489,Bcl2l11|Casp4|Cflar|Cycs|Jak2|Smad3|Ppp2ca|Syk|Mefv|Rps27l|Sirt1|Nlrp3|Gramd4|Picalm,-1.4,MyList
GO Biological Processes,19,GO:0061572,actin filament bundle organization,,-2.9,2.6,3.8,18969,175,589,14,2.4,0.63,14457|17118|17127|19303|20194|20807|20971|22027|22411|54132|56193|56226|69710|224105,Gas7|Marcks|Smad3|Pxn|S100a10|Srf|Sdc4|Hsp90b1|Wnt11|Pdlim1|Plek|Espn|Arap1|Pak2,-1.4,MyList
GO Biological Processes,19,GO:0003151,outflow tract morphogenesis,,-2.9,3.5,4,18969,84,589,9,1.5,0.51,12387|15251|16974|18128|19664|21825|22339|22411|67784,Ctnnb1|Hif1a|Lrp6|Notch1|Rbpj|Thbs1|Vegfa|Wnt11|Plxnd1,-1.4,MyList
GO Biological Processes,19,GO:0036503,ERAD pathway,,-2.9,3.2,3.9,18969,101,589,10,1.7,0.53,14828|22027|27362|30940|66212|74126|109815|192193|217069|320011,Hspa5|Hsp90b1|Dnajb9|Usp25|Sec61b|Syvn1|Selenos|Edem1|Trim25|Uggt1,-1.4,MyList
KEGG Pathway,24,mmu05215,Prostate cancer,,-2.9,3.2,3.9,18969,101,589,10,1.7,0.53,11652|11911|12387|12575|14784|15516|15519|16001|22027|56637,Akt2|Atf4|Ctnnb1|Cdkn1a|Grb2|Hsp90ab1|Hsp90aa1|Igf1r|Hsp90b1|Gsk3b,-1.4,MyList
GO Biological Processes,19,GO:0006066,alcohol metabolic process,,-2.9,2.1,3.6,18969,322,589,21,3.6,0.76,12660|13121|14137|14718|15357|16835|18023|19204|20655|20775|20788|52014|56193|66234|68616|74754|110196|208715|231070|235293|320634,Chka|Cyp51|Fdft1|Got1|Hmgcr|Ldlr|Nfe2l1|Ptafr|Sod1|Sqle|Srebf2|Nus1|Plek|Msmo1|Gdpd3|Dhcr24|Fdps|Hmgcs1|Insig1|Sc5d|Ocrl,-1.4,MyList
WikiPathways,27,WP151,IL-5 Signaling Pathway,,-2.9,3.8,4.1,18969,68,589,8,1.4,0.48,12387|12983|14784|16452|18712|20963|56637|107746,Ctnnb1|Csf2rb|Grb2|Jak2|Pim1|Syk|Gsk3b|Rapgef1,-1.4,MyList
GO Biological Processes,19,GO:0002218,activation of innate immune response,,-2.9,5,4.4,18969,39,589,6,1,0.41,15519|15950|15951|71514|192231|100033459,Hsp90aa1|Ifi203|Ifi204|Sfpq|Hexim1|Ifi208,-1.4,MyList
GO Biological Processes,19,GO:0032633,interleukin-4 production,,-2.9,5,4.4,18969,39,589,6,1,0.41,13198|18128|19664|20539|20963|216799,Ddit3|Notch1|Rbpj|Slc7a5|Syk|Nlrp3,-1.4,MyList
GO Biological Processes,19,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,,-2.9,5,4.4,18969,39,589,6,1,0.41,16600|18128|19225|21825|22339|50754,Klf4|Notch1|Ptgs2|Thbs1|Vegfa|Fbxw7,-1.4,MyList
GO Biological Processes,19,GO:0007005,mitochondrion organization,,-2.9,1.9,3.5,18969,482,589,28,4.8,0.88,12125|12856|12866|14629|15251|15277|15519|17210|17991|18793|22042|50754|54405|56637|66091|66169|66359|66377|67006|67067|67952|68198|70827|74006|74148|75788|108155|230075,Bcl2l11|Cox17|Cox7a2|Gclc|Hif1a|Hk2|Hsp90aa1|Mcl1|Ndufa2|Plaur|Tfrc|Fbxw7|Ndufa1|Gsk3b|Ndufa3|Tomm7|Cox20|Ndufc1|Cisd2|Romo1|Tomm20|Ndufb2|Trak2|Dnm1l|Cluh|Smurf1|Ogt|Ndufb6,-1.4,MyList
GO Biological Processes,19,GO:0043534,blood vessel endothelial cell migration,,-2.9,3,3.9,18969,119,589,11,1.9,0.56,11501|15251|16600|18128|19225|20807|21825|22339|50754|52014|93759,Adam8|Hif1a|Klf4|Notch1|Ptgs2|Srf|Thbs1|Vegfa|Fbxw7|Nus1|Sirt1,-1.4,MyList
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,,-2.9,1.9,3.5,18969,459,589,27,4.6,0.86,11501|11622|12387|12505|12611|14104|15519|15902|16190|16193|16658|16848|17474|19419|19664|19934|20351|20807|20963|21929|22339|27362|56619|74126|216799|230738|270110,Adam8|Ahr|Ctnnb1|Cd44|Cebpg|Fasn|Hsp90aa1|Id2|Il4ra|Il6|Mafb|Lfng|Clec4d|Rasgrp1|Rbpj|Rpl22|Sema4a|Srf|Syk|Tnfaip3|Vegfa|Dnajb9|Clec4e|Syvn1|Nlrp3|Zc3h12a|Irf2bp2,-1.4,MyList
GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,,-2.9,1.8,3.4,18969,602,589,33,5.6,0.95,11501|11652|12317|14254|14289|14828|15251|16001|16402|16452|17127|17250|18128|18550|19204|19225|20293|20296|20351|20354|21825|21844|22339|22411|52014|70208|70834|74006|93759|230738|353310|384009|384783,Adam8|Akt2|Calr|Flt1|Fpr2|Hspa5|Hif1a|Igf1r|Itga5|Jak2|Smad3|Abcc1|Notch1|Furin|Ptafr|Ptgs2|Ccl12|Ccl2|Sema4a|Sema4d|Thbs1|Tiam1|Vegfa|Wnt11|Nus1|Med23|Spag9|Dnm1l|Sirt1|Zc3h12a|Zfp703|Glipr2|Irs2,-1.4,MyList
GO Biological Processes,19,GO:0043542,endothelial cell migration,,-2.9,2.4,3.7,18969,216,589,16,2.7,0.67,11501|12317|15251|16600|18128|19225|19303|20351|20807|21825|22339|50754|52014|67784|93759|230738,Adam8|Calr|Hif1a|Klf4|Notch1|Ptgs2|Pxn|Sema4a|Srf|Thbs1|Vegfa|Fbxw7|Nus1|Plxnd1|Sirt1|Zc3h12a,-1.4,MyList
GO Biological Processes,19,GO:0031668,cellular response to extracellular stimulus,,-2.9,2.4,3.7,18969,216,589,16,2.7,0.67,11911|12575|14828|16210|17691|18227|18432|18712|20788|20807|22042|27368|93759|230738|231659|100503924,Atf4|Cdkn1a|Hspa5|Impact|Sik1|Nr4a2|Mybbp1a|Pim1|Srebf2|Srf|Tfrc|Tbl2|Sirt1|Zc3h12a|Gcn1|Fcor,-1.4,MyList
GO Biological Processes,19,GO:0048639,positive regulation of developmental growth,,-2.9,2.4,3.7,18969,216,589,16,2.7,0.67,11951|13690|16001|18128|18472|18712|19664|20354|20807|22339|56449|56637|75788|93759|110196|233489,Atp5g1|Eif4g2|Igf1r|Notch1|Pafah1b1|Pim1|Rbpj|Sema4d|Srf|Vegfa|Ybx3|Gsk3b|Smurf1|Sirt1|Fdps|Picalm,-1.4,MyList
GO Biological Processes,19,GO:0051099,positive regulation of binding,,-2.9,2.5,3.7,18969,196,589,15,2.5,0.65,12387|15516|16452|16600|16848|17191|18102|18793|19052|20194|20481|21844|56637|67784|227737,Ctnnb1|Hsp90ab1|Jak2|Klf4|Lfng|Mbd2|Nme1|Plaur|Ppp2ca|S100a10|Ski|Tiam1|Gsk3b|Plxnd1|Niban2,-1.4,MyList
GO Biological Processes,19,GO:0019081,viral translation,,-2.9,8.1,5.1,18969,16,589,4,0.68,0.34,13669|18521|27979|68184,Eif3a|Pcbp2|Eif3b|Denr,-1.4,MyList
GO Biological Processes,19,GO:0032986,protein-DNA complex disassembly,,-2.9,8.1,5.1,18969,16,589,4,0.68,0.34,12611|65019|93760|319162,Cebpg|Rpl23|Arid1a|H2aw,-1.4,MyList
GO Biological Processes,19,GO:0060644,mammary gland epithelial cell differentiation,,-2.9,8.1,5.1,18969,16,589,4,0.68,0.34,15251|15902|16798|353310,Hif1a|Id2|Lats1|Zfp703,-1.4,MyList
GO Biological Processes,19,GO:0048675,axon extension,,-2.9,2.8,3.8,18969,138,589,12,2,0.58,11951|12934|13542|13690|15516|15519|18472|20351|20354|20807|22339|56637,Atp5g1|Dpysl2|Dvl1|Eif4g2|Hsp90ab1|Hsp90aa1|Pafah1b1|Sema4a|Sema4d|Srf|Vegfa|Gsk3b,-1.4,MyList
KEGG Pathway,24,ko04630,Jak-STAT signaling pathway,,-2.9,2.7,3.8,18969,157,589,13,2.2,0.61,11652|12444|12575|12983|14784|16190|16193|16452|16878|17210|18413|18712|216233,Akt2|Ccnd2|Cdkn1a|Csf2rb|Grb2|Il4ra|Il6|Jak2|Lif|Mcl1|Osm|Pim1|Socs2,-1.4,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,,-2.9,2.2,3.6,18969,280,589,19,3.2,0.73,12519|16179|16193|16452|17164|19204|19225|19261|19704|20293|20296|21929|77134|108155|109815|110651|214855|216799|230738,Cd80|Irak1|Il6|Jak2|Mapkapk2|Ptafr|Ptgs2|Sirpa|Upf1|Ccl12|Ccl2|Tnfaip3|Hnrnpa0|Ogt|Selenos|Rps6ka3|Arid5a|Nlrp3|Zc3h12a,-1.4,MyList
GO Biological Processes,19,GO:0050767,regulation of neurogenesis,,-2.9,1.9,3.5,18969,437,589,26,4.4,0.85,11951|12387|13654|13690|15251|15902|16193|16835|16878|18128|18472|18844|20351|20354|20481|20482|20807|20893|21844|22339|24136|56637|67784|70827|74006|233489,Atp5g1|Ctnnb1|Egr2|Eif4g2|Hif1a|Id2|Il6|Ldlr|Lif|Notch1|Pafah1b1|Plxna1|Sema4a|Sema4d|Ski|Skil|Srf|Bhlhe40|Tiam1|Vegfa|Zeb2|Gsk3b|Plxnd1|Trak2|Dnm1l|Picalm,-1.4,MyList
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,,-2.9,1.9,3.5,18969,414,589,25,4.2,0.83,11501|11622|12387|12505|12611|15519|15902|16190|16193|16658|16848|17474|19419|19664|19934|20351|20807|20963|21929|27362|56619|74126|216799|230738|270110,Adam8|Ahr|Ctnnb1|Cd44|Cebpg|Hsp90aa1|Id2|Il4ra|Il6|Mafb|Lfng|Clec4d|Rasgrp1|Rbpj|Rpl22|Sema4a|Srf|Syk|Tnfaip3|Dnajb9|Clec4e|Syvn1|Nlrp3|Zc3h12a|Irf2bp2,-1.4,MyList
GO Biological Processes,19,GO:0048872,homeostasis of number of cells,,-2.9,2,3.5,18969,346,589,22,3.7,0.78,11622|12125|12505|12611|15251|15902|16193|16452|16658|18023|18128|20068|20088|20296|20482|20655|20807|21399|21929|22339|74383|215653,Ahr|Bcl2l11|Cd44|Cebpg|Hif1a|Id2|Il6|Jak2|Mafb|Nfe2l1|Notch1|Rps17|Rps24|Ccl2|Skil|Sod1|Srf|Tcea1|Tnfaip3|Vegfa|Ubap2l|Rassf2,-1.4,MyList
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,,-2.9,2,3.5,18969,346,589,22,3.7,0.78,11951|12387|13654|13690|15251|15902|16193|16878|18128|18472|18844|20351|20354|20482|20807|21844|22339|24136|56637|67784|74006|233489,Atp5g1|Ctnnb1|Egr2|Eif4g2|Hif1a|Id2|Il6|Lif|Notch1|Pafah1b1|Plxna1|Sema4a|Sema4d|Skil|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Plxnd1|Dnm1l|Picalm,-1.4,MyList
GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,,-2.9,3.2,3.9,18969,102,589,10,1.7,0.53,11501|16193|16452|17164|19204|19419|20296|20963|21825|214855,Adam8|Il6|Jak2|Mapkapk2|Ptafr|Rasgrp1|Ccl2|Syk|Thbs1|Arid5a,-1.4,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,,-2.9,1.7,3.4,18969,727,589,38,6.5,1,11501|11622|11846|11987|12387|12505|12519|12575|13350|14629|15505|15519|15902|16190|16193|16452|16835|17101|17474|19204|19261|19419|20296|20963|20971|21682|21825|21929|22042|56193|69816|78317|212123|216799|230738|245126|246746|384783,Adam8|Ahr|Arg1|Slc7a1|Ctnnb1|Cd44|Cd80|Cdkn1a|Dgat1|Gclc|Hsph1|Hsp90aa1|Id2|Il4ra|Il6|Jak2|Ldlr|Lyst|Clec4d|Ptafr|Sirpa|Rasgrp1|Ccl2|Syk|Sdc4|Tec|Thbs1|Tnfaip3|Tfrc|Plek|Mzb1|Ccdc88b|Dcaf15|Nlrp3|Zc3h12a|Tarm1|Cd300lf|Irs2,-1.4,MyList
GO Biological Processes,19,GO:0010631,epithelial cell migration,,-2.9,2.1,3.6,18969,302,589,20,3.4,0.75,11501|12317|15251|16600|18128|19225|19303|19877|20351|20807|21825|22339|24136|50754|52014|67784|93759|109333|230738|384009,Adam8|Calr|Hif1a|Klf4|Notch1|Ptgs2|Pxn|Rock1|Sema4a|Srf|Thbs1|Vegfa|Zeb2|Fbxw7|Nus1|Plxnd1|Sirt1|Pkn2|Zc3h12a|Glipr2,-1.4,MyList
GO Biological Processes,19,GO:0010035,response to inorganic substance,,-2.9,1.9,3.4,18969,461,589,27,4.6,0.86,12333|12633|12925|14282|15505|15902|16193|16210|16478|17748|17750|18023|18227|19052|19261|20655|21825|21929|22042|22782|26556|56637|69162|93759|108954|216850|230738,Capn1|Cflar|Crip1|Fosb|Hsph1|Id2|Il6|Impact|Jund|Mt1|Mt2|Nfe2l1|Nr4a2|Ppp2ca|Sirpa|Sod1|Thbs1|Tnfaip3|Tfrc|Slc30a1|Homer1|Gsk3b|Sec31a|Sirt1|Ppp1r15b|Kdm6b|Zc3h12a,-1.4,MyList
GO Biological Processes,19,GO:0042594,response to starvation,,-2.9,2.5,3.7,18969,177,589,14,2.4,0.63,11911|12575|13198|14828|16210|17691|18432|20788|27368|73158|93759|230738|231659|100503924,Atf4|Cdkn1a|Ddit3|Hspa5|Impact|Sik1|Mybbp1a|Srebf2|Tbl2|Larp1|Sirt1|Zc3h12a|Gcn1|Fcor,-1.4,MyList
GO Biological Processes,19,GO:0050821,protein stabilization,,-2.9,2.5,3.7,18969,177,589,14,2.4,0.63,12317|13542|15516|15519|17127|18712|50754|65019|67020|67693|74126|80985|215653|252870,Calr|Dvl1|Hsp90ab1|Hsp90aa1|Smad3|Pim1|Fbxw7|Rpl23|Tmem88|Hypk|Syvn1|Trim44|Rassf2|Usp7,-1.4,MyList
GO Biological Processes,19,GO:0043409,negative regulation of MAPK cascade,,-2.9,2.5,3.7,18969,177,589,14,2.4,0.63,13449|13669|15357|15502|15505|16001|16600|16878|18472|18626|19261|56637|107746|224640,Dok2|Eif3a|Hmgcr|Dnaja1|Hsph1|Igf1r|Klf4|Lif|Pafah1b1|Per1|Sirpa|Gsk3b|Rapgef1|Lemd2,-1.4,MyList
GO Biological Processes,19,GO:1903513,endoplasmic reticulum to cytosol transport,,-2.9,6,4.6,18969,27,589,5,0.85,0.38,22027|66212|74126|109815|192193,Hsp90b1|Sec61b|Syvn1|Selenos|Edem1,-1.4,MyList
KEGG Pathway,24,ko03060,Protein export,,-2.9,6,4.6,18969,27,589,5,0.85,0.38,14828|20335|66212|76687|140740,Hspa5|Sec61g|Sec61b|Spcs3|Sec63,-1.4,MyList
KEGG Pathway,24,mmu03060,Protein export,,-2.9,6,4.6,18969,27,589,5,0.85,0.38,14828|20335|66212|76687|140740,Hspa5|Sec61g|Sec61b|Spcs3|Sec63,-1.4,MyList
GO Biological Processes,19,GO:0051894,positive regulation of focal adhesion assembly,,-2.9,6,4.6,18969,27,589,5,0.85,0.38,17127|19877|20194|20971|22339,Smad3|Rock1|S100a10|Sdc4|Vegfa,-1.4,MyList
GO Biological Processes,19,GO:0010586,miRNA metabolic process,,-2.9,6,4.6,18969,27,589,5,0.85,0.38,16549|67040|214290|214627|230738,Khsrp|Ddx17|Tut7|Tent4b|Zc3h12a,-1.4,MyList
